Ego,Alter
"White, Simon S.","Hunt, Adrienne R."
"White, Simon S.","Johnson, Christopher M."
"White, Simon S.","Kasprzyk, Arek"
"White, Simon S.","Kay, Mike"
"White, Simon S.","Kimberley, Andrew M."
"White, Simon S.","Kinsella, Rhoda J."
"White, Simon S.","Laird, Gavin K."
"White, Simon S.","Leongamornlert, Daniel A."
"White, Simon S.","Lloyd, David M.L."
"White, Simon S.","Lovell, Jamieson D."
"White, Simon S.","Martin, Sancha L."
"White, Simon S.","Mashreghi-Mohammadi, Maryam"
"White, Simon S.","McLaren, William M."
"White, Simon S.","Mclay, Kirsten E."
"White, Simon S.","Meidl, Patrick"
"White, Simon S.","Oliver, Karen"
"White, Simon S.","Phillimore, Benjamin J.C.T."
"White, Simon S.","Pignatelli, Miguel"
"White, Simon S.","Ruffier, Magali"
"White, Simon S.","Sealy, Ian M."
"White, Simon S.","Sehra, Harminder K."
"White, Simon S.","Sims, Sarah K."
"White, Simon S.","Skuce, Carl D."
"White, Simon S.","Sycamore, Neil"
"White, Simon S.","Tracey, Alan"
"White, Simon S.","Tromans, Anthony C."
"White, Simon S.","Whitehead, Siobhan L."
"White, Simon S.","Wilder, Steven P."
"White, Simon S.","Willey, David L."
"White, Simon S.","Wray, Paul W."
"Whitehead, Siobhan L.","Jones, Matthew C."
"Whitehead, Siobhan L.","Rogers, Jane"
"Whitehead, Siobhan L.","Bird, Christine P."
"Whitehead, Siobhan L.","Clee, Chris M."
"Whitehead, Siobhan L.","Grafham, Darren V."
"Whitehead, Siobhan L.","Matthews, Lucy H."
"Whitehead, Siobhan L.","Tracey, Alan"
"Whitehead, Siobhan L.","Burton, John L."
"Whitehead, Siobhan L.","Dunn, Matthew"
"Whitehead, Siobhan L.","Heath, Paul D."
"Whitehead, Siobhan L.","Hubbard, Tim J.P."
"Whitehead, Siobhan L.","Lloyd, Christine R."
"Whitehead, Siobhan L.","Willey, David L."
"Whitehead, Siobhan L.","Babbage, Anne K."
"Whitehead, Siobhan L.","Carter, Nigel P."
"Whitehead, Siobhan L.","Corby, Nicole R."
"Whitehead, Siobhan L.","Griffiths, Coline"
"Whitehead, Siobhan L.","Howden, Philip J."
"Whitehead, Siobhan L.","Hunt, Sarah E."
"Whitehead, Siobhan L.","Hunt, Adrienne R."
"Whitehead, Siobhan L.","Laird, Gavin K."
"Whitehead, Siobhan L.","Lloyd, David M.L."
"Whitehead, Siobhan L.","Lovell, Jamieson D."
"Whitehead, Siobhan L.","McLaren, S."
"Whitehead, Siobhan L.","Mclay, Kirsten E."
"Whitehead, Siobhan L.","Oliver, Karen"
"Whitehead, Siobhan L.","Scott, Carol E."
"Whitehead, Siobhan L.","Sehra, Harminder K."
"Whitehead, Siobhan L.","Sims, Sarah K."
"Whitehead, Siobhan L.","Skuce, Carl D."
"Whitehead, Siobhan L.","Tromans, Anthony C."
"Whitehead, Siobhan L.","Wray, Paul W."
"Whitehead, Siobhan L.","Beasley, Helen"
"Whitehead, Siobhan L.","Beck, Stephan R."
"Whitehead, Siobhan L.","Garner, Patrick"
"Whitehead, Siobhan L.","Hammond, Sian Austin"
"Whitehead, Siobhan L.","Johnson, Christopher M."
"Whitehead, Siobhan L.","Kay, Mike"
"Whitehead, Siobhan L.","Kimberley, Andrew M."
"Whitehead, Siobhan L.","Loveland, Jane E."
"Whitehead, Siobhan L.","Pelan, Sarah E."
"Whitehead, Siobhan L.","Phillimore, Benjamin J.C.T."
"Whitehead, Siobhan L.","Ross, Mark T."
"Whitehead, Siobhan L.","Searle, Stephen M.J."
"Whitehead, Siobhan L.","Smith, Michelle L."
"Whitehead, Siobhan L.","Sycamore, Neil"
"Whitehead, Siobhan L.","Wilming, Laurens G."
"Whitehead, Siobhan L.","Bagguley, Claire L."
"Whitehead, Siobhan L.","Bentley, David R."
"Whitehead, Siobhan L.","Chapman, Joanne C."
"Whitehead, Siobhan L.","Clark, Sue Y."
"Whitehead, Siobhan L.","Coulson, Alan R."
"Whitehead, Siobhan L.","Durbin, Richard M."
"Whitehead, Siobhan L.","Frankland, John A."
"Whitehead, Siobhan L.","Garnett, Jane"
"Whitehead, Siobhan L.","Hall, Rebekah E."
"Whitehead, Siobhan L.","Hart, Elizabeth A."
"Whitehead, Siobhan L.","Lawlor, Stephanie"
"Whitehead, Siobhan L.","Leongamornlert, Daniel A."
"Whitehead, Siobhan L.","Martin, Sancha L."
"Whitehead, Siobhan L.","Mashreghi-Mohammadi, Maryam"
"Whitehead, Siobhan L.","Shownkeen, Ratna"
"Whitehead, Siobhan L.","Steward, Charles A."
"Whitehead, Siobhan L.","Wall, Melanie"
"Whitehead, Siobhan L.","Almeida, Jeff P."
"Whitehead, Siobhan L.","Ambrose, Kerrie D."
"Whitehead, Siobhan L.","Ashwell, Robert I S"
"Whitehead, Siobhan L.","Bailey, Jonathon"
"Whitehead, Siobhan L.","Banerjee, Ruby K."
"Whitehead, Siobhan L.","Barlow, Karen F."
"Whitehead, Siobhan L.","Bray-Allen, Sarah P."
"Whitehead, Siobhan L.","Brown, Jacqueline Y."
"Whitehead, Siobhan L.","Burrill, Wayne D.H."
"Whitehead, Siobhan L.","Carder, Carol"
"Whitehead, Siobhan L.","Dhami, Pawandeep D."
"Whitehead, Siobhan L.","French, Lisa"
"Whitehead, Siobhan L.","Gilbert, James G.R."
"Whitehead, Siobhan L.","Harley, Joanna L."
"Whitehead, Siobhan L.","Huckle, Elizabeth J."
"Whitehead, Siobhan L.","Johnson, David C."
"Whitehead, Siobhan L.","Milne, Sarah A."
"Whitehead, Siobhan L.","Nickerson, T."
"Whitehead, Siobhan L.","Palmer, Sophie A."
"Whitehead, Siobhan L.","Pearce, Alex V."
"Whitehead, Siobhan L.","Peck, A. I."
"Whitehead, Siobhan L.","Sulston, John E."
"Whitehead, Siobhan L.","Ainscough, Rachael"
"Whitehead, Siobhan L.","Andrews, T. Daniel"
"Whitehead, Siobhan L.","Ashurst, Jennifer L."
"Whitehead, Siobhan L.","Bates, Karen N."
"Whitehead, Siobhan L.","Brown, Alex J."
"Whitehead, Siobhan L.","Burford, Deborah C."
"Whitehead, Siobhan L.","Clarke, Graham D.Paul"
"Whitehead, Siobhan L.","Clegg, Sheila M.M."
"Whitehead, Siobhan L.","Cobley, Victoria E."
"Whitehead, Siobhan L.","Earthrowl, Mark E."
"Whitehead, Siobhan L.","Faulkner, Louisa M."
"Whitehead, Siobhan L.","Frankish, Adam G."
"Whitehead, Siobhan L.","Gribble, Susan M."
"Whitehead, Siobhan L.","Howe, Kevin Lee"
"Whitehead, Siobhan L.","McMurray, Amanda A."
"Whitehead, Siobhan L.","Porter, Keith M."
"Whitehead, Siobhan L.","Wallis, Justine M."
"Whitehead, Siobhan L.","Churcher, Carol M."
"Whitehead, Siobhan L.","Collier, R. E."
"Whitehead, Siobhan L.","Connor, Richard E."
"Whitehead, Siobhan L.","Coville, G. J."
"Whitehead, Siobhan L.","Davies, Joy R."
"Whitehead, Siobhan L.","Dunham, Ian"
"Whitehead, Siobhan L.","Ellington, A. G."
"Whitehead, Siobhan L.","Glithero, Rebecca J."
"Whitehead, Siobhan L.","Grocock, Russell James"
"Whitehead, Siobhan L.","Harrison, Elliot S I"
"Whitehead, Siobhan L.","Harrow, Jennifer L."
"Whitehead, Siobhan L.","Humphray, Sean J."
"Whitehead, Siobhan L.","Kershaw, Joanne K."
"Whitehead, Siobhan L.","King, Andrew"
"Whitehead, Siobhan L.","Knights, Andrew J."
"Whitehead, Siobhan L.","Langford, Cordelia J."
"Whitehead, Siobhan L.","Pandian, Richard D."
"Whitehead, Siobhan L.","Plumb, Robert W."
"Whitehead, Siobhan L.","Quail, Michael A."
"Whitehead, Siobhan L.","Rice, Catherine M."
"Whitehead, Siobhan L.","Swarbreck, David"
"Whitehead, Siobhan L.","Thorpe, Andrea A."
"Whitehead, Siobhan L.","West., Anthony Preston"
"Whitehead, Siobhan L.","White, Simon S."
"Wilkinson, Jane","Lander, Eric S."
"Wilkinson, Jane","Baldwin, Jennifer Timothy"
"Wilkinson, Jane","Bloom, Toby"
"Wilkinson, Jane","Wilson, Richard K."
"Wilkinson, Jane","Fulton, Robert S."
"Wilkinson, Jane","Fulton, Lucinda L."
"Wilkinson, Jane","Gibbs, Richard A.L."
"Wilkinson, Jane","Jaffe, David B."
"Wilkinson, Jane","Muzny, Donna Marie"
"Wilkinson, Jane","Nicol, Robert W."
"Wilkinson, Jane","Weinstock, George M."
"Wilkinson, Jane","Bentley, David R."
"Wilkinson, Jane","Burton, John L."
"Wilkinson, Jane","KovíçÅ», Christie L."
"Wilkinson, Jane","Lewis, Lora R."
"Wilkinson, Jane","Lindblad-Toh, Kerstin"
"Wilkinson, Jane","Searle, Stephen M.J."
"Willey, David L.","Rogers, Jane"
"Willey, David L.","Burton, John L."
"Willey, David L.","Clee, Chris M."
"Willey, David L.","Jones, Matthew C."
"Willey, David L.","Bird, Christine P."
"Willey, David L.","Carter, Nigel P."
"Willey, David L.","Matthews, Lucy H."
"Willey, David L.","Bentley, David R."
"Willey, David L.","Hunt, Sarah E."
"Willey, David L.","Mclay, Kirsten E."
"Willey, David L.","Sims, Sarah K."
"Willey, David L.","Grafham, Darren V."
"Willey, David L.","Hubbard, Tim J.P."
"Willey, David L.","Hunt, Adrienne R."
"Willey, David L.","Lloyd, Christine R."
"Willey, David L.","McLaren, S."
"Willey, David L.","Plumb, Robert W."
"Willey, David L.","Ross, Mark T."
"Willey, David L.","Scott, Carol E."
"Willey, David L.","Babbage, Anne K."
"Willey, David L.","Corby, Nicole R."
"Willey, David L.","Gray, John C."
"Willey, David L.","Laird, Gavin K."
"Willey, David L.","Lloyd, David M.L."
"Willey, David L.","Sehra, Harminder K."
"Willey, David L.","Skuce, Carl D."
"Willey, David L.","Whitehead, Siobhan L."
"Willey, David L.","Barlow, Karen F."
"Willey, David L.","Beck, Stephan R."
"Willey, David L.","Coulson, Alan R."
"Willey, David L.","Dunn, Matthew"
"Willey, David L.","Durbin, Richard M."
"Willey, David L.","Griffiths, Coline"
"Willey, David L.","Heath, Paul D."
"Willey, David L.","Howden, Philip J."
"Willey, David L.","Kimberley, Andrew M."
"Willey, David L.","Lovell, Jamieson D."
"Willey, David L.","Oliver, Karen"
"Willey, David L.","Phillimore, Benjamin J.C.T."
"Willey, David L.","Searle, Stephen M.J."
"Willey, David L.","Smith, Michelle L."
"Willey, David L.","Steward, Charles A."
"Willey, David L.","Tracey, Alan"
"Willey, David L.","Tromans, Anthony C."
"Willey, David L.","Wall, Melanie"
"Willey, David L.","Wray, Paul W."
"Willey, David L.","Bagguley, Claire L."
"Willey, David L.","Bailey, Jonathon"
"Willey, David L.","Beasley, Helen"
"Willey, David L.","Garner, Patrick"
"Willey, David L.","Hall, Rebekah E."
"Willey, David L.","Hammond, Sian Austin"
"Willey, David L.","Johnson, Christopher M."
"Willey, David L.","Kay, Mike"
"Willey, David L.","Loveland, Jane E."
"Willey, David L.","Mashreghi-Mohammadi, Maryam"
"Willey, David L.","Mullikin, James C."
"Willey, David L.","Shownkeen, Ratna"
"Willey, David L.","Sulston, John E."
"Willey, David L.","Sycamore, Neil"
"Willey, David L.","Wilming, Laurens G."
"Willey, David L.","Ainscough, Rachael"
"Willey, David L.","Almeida, Jeff P."
"Willey, David L.","Burrill, Wayne D.H."
"Willey, David L.","Carder, Carol"
"Willey, David L.","Chapman, Joanne C."
"Willey, David L.","Clark, Sue Y."
"Willey, David L.","Dhami, Pawandeep D."
"Willey, David L.","Frankland, John A."
"Willey, David L.","French, Lisa"
"Willey, David L.","Fulton, Lucinda L."
"Willey, David L.","Garnett, Jane"
"Willey, David L.","Lawlor, Stephanie"
"Willey, David L.","Leongamornlert, Daniel A."
"Willey, David L.","Martin, Sancha L."
"Willey, David L.","McMurray, Amanda A."
"Willey, David L.","Milne, Sarah A."
"Willey, David L.","Pearce, Alex V."
"Willey, David L.","Pelan, Sarah E."
"Willey, David L.","Wilson, Richard K."
"Willey, David L.","Ambrose, Kerrie D."
"Willey, David L.","Ashwell, Robert I S"
"Willey, David L.","Banerjee, Ruby K."
"Willey, David L.","Bates, Karen N."
"Willey, David L.","Bray-Allen, Sarah P."
"Willey, David L.","Brown, Jacqueline Y."
"Willey, David L.","Clegg, Sheila M.M."
"Willey, David L.","Cobley, Victoria E."
"Willey, David L.","Davies, Joy R."
"Willey, David L.","Dunham, Ian"
"Willey, David L.","Gilbert, James G.R."
"Willey, David L.","Gribble, Susan M."
"Willey, David L.","Harley, Joanna L."
"Willey, David L.","Hart, Elizabeth A."
"Willey, David L.","Johnson, David C."
"Willey, David L.","Nickerson, T."
"Willey, David L.","Peck, A. I."
"Willey, David L.","Rice, Catherine M."
"Willey, David L.","Wallis, Justine M."
"Willey, David L.","Andrews, T. Daniel"
"Willey, David L.","Ashurst, Jennifer L."
"Willey, David L.","Beare, David M."
"Willey, David L.","Brown, Alex J."
"Willey, David L.","Burford, Deborah C."
"Willey, David L.","Clarke, Graham D.Paul"
"Willey, David L.","Collier, R. E."
"Willey, David L.","Collins, John E."
"Willey, David L.","Coville, G. J."
"Willey, David L.","Deloukas, Panos"
"Willey, David L.","Earthrowl, Mark E."
"Willey, David L.","Ellington, A. G."
"Willey, David L.","Faulkner, Louisa M."
"Willey, David L.","Frankish, Adam G."
"Willey, David L.","Gibbs, Richard A.L."
"Willey, David L.","Griffiths, Mark N.D."
"Willey, David L.","Howe, Kevin Lee"
"Willey, David L.","Huckle, Elizabeth J."
"Willey, David L.","Joy, Ann A."
"Willey, David L.","Kershaw, Joanne K."
"Willey, David L.","King, Andrew"
"Willey, David L.","Muzny, Donna Marie"
"Willey, David L.","Palmer, Sophie A."
"Willey, David L.","Porter, Keith M."
"Willey, David L.","Quail, Michael A."
"Willey, David L.","West., Anthony Preston"
"Willey, David L.","Beasley, Oliver P."
"Willey, David L.","Bruce, Neil C."
"Willey, David L.","Chen, Yuan"
"Willey, David L.","Clamp, MichíÂle E."
"Willey, David L.","Clark, Graham"
"Willey, David L.","Cole, Charlotte G."
"Willey, David L.","Glithero, Rebecca J."
"Willey, David L.","Griffiths-Jones, Sam"
"Willey, David L.","Grocock, Russell James"
"Willey, David L.","Gwilliam, Rhian G."
"Willey, David L.","Harrison, Elliot S I"
"Willey, David L.","Humphray, Sean J."
"Willey, David L.","Knights, Andrew J."
"Willey, David L.","Langford, Cordelia J."
"Willey, David L.","Leversha, Margaret A."
"Willey, David L.","McVean, Gil"
"Willey, David L.","Pandian, Richard D."
"Willey, David L.","Sodergren, Erica J."
"Willey, David L.","Stein, Lincoln D."
"Willey, David L.","Swarbreck, David"
"Willey, David L.","Thorpe, Andrea A."
"Willey, David L.","Vaudin, Mark D."
"Willey, David L.","Waterston, Robert H."
"Willey, David L.","Weinstock, George M."
"Willey, David L.","White, Simon S."
"Williams, Hawys","Williams, Hawys"
"Wilming, Laurens G.","Harrow, Jennifer L."
"Wilming, Laurens G.","Gilbert, James G.R."
"Wilming, Laurens G.","Steward, Charles A."
"Wilming, Laurens G.","Hubbard, Tim J.P."
"Wilming, Laurens G.","Rogers, Jane"
"Wilming, Laurens G.","Loveland, Jane E."
"Wilming, Laurens G.","Searle, Stephen M.J."
"Wilming, Laurens G.","Beck, Stephan R."
"Wilming, Laurens G.","Hart, Elizabeth A."
"Wilming, Laurens G.","Frankish, Adam G."
"Wilming, Laurens G.","Matthews, Lucy H."
"Wilming, Laurens G.","Ashurst, Jennifer L."
"Wilming, Laurens G.","Durbin, Richard M."
"Wilming, Laurens G.","Grafham, Darren V."
"Wilming, Laurens G.","Jones, Matthew C."
"Wilming, Laurens G.","Laird, Gavin K."
"Wilming, Laurens G.","Sims, Sarah K."
"Wilming, Laurens G.","Almeida, Jeff P."
"Wilming, Laurens G.","Burton, John L."
"Wilming, Laurens G.","Hunt, Sarah E."
"Wilming, Laurens G.","Kay, Mike"
"Wilming, Laurens G.","Lloyd, David M.L."
"Wilming, Laurens G.","Lloyd, Christine R."
"Wilming, Laurens G.","Babbage, Anne K."
"Wilming, Laurens G.","Bagguley, Claire L."
"Wilming, Laurens G.","Bailey, Jonathon"
"Wilming, Laurens G.","Barlow, Karen F."
"Wilming, Laurens G.","Bentley, David R."
"Wilming, Laurens G.","Bird, Christine P."
"Wilming, Laurens G.","Carter, Nigel P."
"Wilming, Laurens G.","Clee, Chris M."
"Wilming, Laurens G.","Corby, Nicole R."
"Wilming, Laurens G.","McLaren, S."
"Wilming, Laurens G.","Mudge, Jonathan M."
"Wilming, Laurens G.","Palmer, Sophie A."
"Wilming, Laurens G.","Phillimore, Benjamin J.C.T."
"Wilming, Laurens G.","Scott, Carol E."
"Wilming, Laurens G.","Sehra, Harminder K."
"Wilming, Laurens G.","Skuce, Carl D."
"Wilming, Laurens G.","Wall, Melanie"
"Wilming, Laurens G.","Whitehead, Siobhan L."
"Wilming, Laurens G.","Willey, David L."
"Wilming, Laurens G.","Burrill, Wayne D.H."
"Wilming, Laurens G.","Carder, Carol"
"Wilming, Laurens G.","Chapman, Joanne C."
"Wilming, Laurens G.","Clark, Sue Y."
"Wilming, Laurens G.","Cobley, Victoria E."
"Wilming, Laurens G.","Coulson, Alan R."
"Wilming, Laurens G.","Dhami, Pawandeep D."
"Wilming, Laurens G.","Dunn, Matthew"
"Wilming, Laurens G.","Frankland, John A."
"Wilming, Laurens G.","French, Lisa"
"Wilming, Laurens G.","Griffiths, Coline"
"Wilming, Laurens G.","Hayashizaki, Yoshihide Yoshihide"
"Wilming, Laurens G.","Heath, Paul D."
"Wilming, Laurens G.","Howden, Philip J."
"Wilming, Laurens G.","Hunt, Adrienne R."
"Wilming, Laurens G.","Kimberley, Andrew M."
"Wilming, Laurens G.","Lawlor, Stephanie"
"Wilming, Laurens G.","Lovell, Jamieson D."
"Wilming, Laurens G.","Milne, Sarah A."
"Wilming, Laurens G.","Pearce, Alex V."
"Wilming, Laurens G.","Ross, Mark T."
"Wilming, Laurens G.","Smith, Michelle L."
"Wilming, Laurens G.","Sulston, John E."
"Wilming, Laurens G.","Tracey, Alan"
"Wilming, Laurens G.","Tromans, Anthony C."
"Wilming, Laurens G.","Wallis, Justine M."
"Wilming, Laurens G.","Wray, Paul W."
"Wilming, Laurens G.","Ainscough, Rachael"
"Wilming, Laurens G.","Ambrose, Kerrie D."
"Wilming, Laurens G.","Ashwell, Robert I S"
"Wilming, Laurens G.","Bates, Karen N."
"Wilming, Laurens G.","Beasley, Helen"
"Wilming, Laurens G.","Bray-Allen, Sarah P."
"Wilming, Laurens G.","Carninci, Piero"
"Wilming, Laurens G.","Clegg, Sheila M.M."
"Wilming, Laurens G.","Dunham, Ian"
"Wilming, Laurens G.","Garner, Patrick"
"Wilming, Laurens G.","Hall, Rebekah E."
"Wilming, Laurens G.","Hammond, Sian Austin"
"Wilming, Laurens G.","Howe, Kevin Lee"
"Wilming, Laurens G.","Johnson, David C."
"Wilming, Laurens G.","Johnson, Christopher M."
"Wilming, Laurens G.","Martin, Sancha L."
"Wilming, Laurens G.","Mashreghi-Mohammadi, Maryam"
"Wilming, Laurens G.","Mclay, Kirsten E."
"Wilming, Laurens G.","McMurray, Amanda A."
"Wilming, Laurens G.","Nickerson, T."
"Wilming, Laurens G.","Peck, A. I."
"Wilming, Laurens G.","Pelan, Sarah E."
"Wilming, Laurens G.","Shownkeen, Ratna"
"Wilming, Laurens G.","Swarbreck, David"
"Wilming, Laurens G.","Sycamore, Neil"
"Wilming, Laurens G.","Andrews, T. Daniel"
"Wilming, Laurens G.","Brown, Alex J."
"Wilming, Laurens G.","Burford, Deborah C."
"Wilming, Laurens G.","Clarke, Graham D.Paul"
"Wilming, Laurens G.","Collier, R. E."
"Wilming, Laurens G.","Coville, G. J."
"Wilming, Laurens G.","Earthrowl, Mark E."
"Wilming, Laurens G.","Ellington, A. G."
"Wilming, Laurens G.","Faulkner, Louisa M."
"Wilming, Laurens G.","Garnett, Jane"
"Wilming, Laurens G.","Gribble, Susan M."
"Wilming, Laurens G.","Grocock, Russell James"
"Wilming, Laurens G.","Horton, Roger"
"Wilming, Laurens G.","Huckle, Elizabeth J."
"Wilming, Laurens G.","Kershaw, Joanne K."
"Wilming, Laurens G.","King, Andrew"
"Wilming, Laurens G.","Leongamornlert, Daniel A."
"Wilming, Laurens G.","Oliver, Karen"
"Wilming, Laurens G.","Porter, Keith M."
"Wilming, Laurens G.","Trevanion, Stephen J."
"Wilming, Laurens G.","Aken, Bronwen L."
"Wilming, Laurens G.","Amid, Clara"
"Wilming, Laurens G.","Banerjee, Ruby K."
"Wilming, Laurens G.","Beare, David M."
"Wilming, Laurens G.","Beasley, Oliver P."
"Wilming, Laurens G.","Brown, Jacqueline Y."
"Wilming, Laurens G.","Davies, Joy R."
"Wilming, Laurens G.","De Jong, Pieter J."
"Wilming, Laurens G.","DIekhans, Mark"
"Wilming, Laurens G.","Gibson, Richard S."
"Wilming, Laurens G.","Gojobori, Takashi"
"Wilming, Laurens G.","Harley, Joanna L."
"Wilming, Laurens G.","Hume, David"
"Wilming, Laurens G.","Joy, Ann A."
"Wilming, Laurens G.","Keenan, Stephen J."
"Wilming, Laurens G.","Knights, Andrew J."
"Wilming, Laurens G.","Leversha, Margaret A."
"Wilming, Laurens G.","Plumb, Robert W."
"Wilming, Laurens G.","Pruitt, Kim D."
"Wilming, Laurens G.","Rajan, Jeena Joseph Sahaya"
"Wilming, Laurens G.","Rice, Catherine M."
"Wilming, Laurens G.","Snow, Catherine"
"Wilming, Laurens G.","Thomas, Daniel W.U."
"Wilming, Laurens G.","Thorpe, Andrea A."
"Wilming, Laurens G.","Vaudin, Mark D."
"Wilming, Laurens G.","West., Anthony Preston"
"Wray, Paul W.","Babbage, Anne K."
"Wray, Paul W.","Bird, Christine P."
"Wray, Paul W.","Burton, John L."
"Wray, Paul W.","Carter, Nigel P."
"Wray, Paul W.","Clee, Chris M."
"Wray, Paul W.","Corby, Nicole R."
"Wray, Paul W.","Dunn, Matthew"
"Wray, Paul W.","Grafham, Darren V."
"Wray, Paul W.","Griffiths, Coline"
"Wray, Paul W.","Heath, Paul D."
"Wray, Paul W.","Howden, Philip J."
"Wray, Paul W.","Hubbard, Tim J.P."
"Wray, Paul W.","Jones, Matthew C."
"Wray, Paul W.","Laird, Gavin K."
"Wray, Paul W.","Lloyd, David M.L."
"Wray, Paul W.","Lovell, Jamieson D."
"Wray, Paul W.","Matthews, Lucy H."
"Wray, Paul W.","Mclay, Kirsten E."
"Wray, Paul W.","Rogers, Jane"
"Wray, Paul W.","Scott, Carol E."
"Wray, Paul W.","Sehra, Harminder K."
"Wray, Paul W.","Skuce, Carl D."
"Wray, Paul W.","Tracey, Alan"
"Wray, Paul W.","Tromans, Anthony C."
"Wray, Paul W.","Whitehead, Siobhan L."
"Wray, Paul W.","Willey, David L."
"Wray, Paul W.","Beasley, Helen"
"Wray, Paul W.","Bentley, David R."
"Wray, Paul W.","Garner, Patrick"
"Wray, Paul W.","Hammond, Sian Austin"
"Wray, Paul W.","Hunt, Adrienne R."
"Wray, Paul W.","Johnson, Christopher M."
"Wray, Paul W.","Kay, Mike"
"Wray, Paul W.","Kimberley, Andrew M."
"Wray, Paul W.","Lloyd, Christine R."
"Wray, Paul W.","Loveland, Jane E."
"Wray, Paul W.","McLaren, S."
"Wray, Paul W.","Phillimore, Benjamin J.C.T."
"Wray, Paul W.","Searle, Stephen M.J."
"Wray, Paul W.","Smith, Michelle L."
"Wray, Paul W.","Sycamore, Neil"
"Wray, Paul W.","Bagguley, Claire L."
"Wray, Paul W.","Beck, Stephan R."
"Wray, Paul W.","Chapman, Joanne C."
"Wray, Paul W.","Clark, Sue Y."
"Wray, Paul W.","Coulson, Alan R."
"Wray, Paul W.","Durbin, Richard M."
"Wray, Paul W.","Frankland, John A."
"Wray, Paul W.","Garnett, Jane"
"Wray, Paul W.","Hall, Rebekah E."
"Wray, Paul W.","Hunt, Sarah E."
"Wray, Paul W.","Lawlor, Stephanie"
"Wray, Paul W.","Leongamornlert, Daniel A."
"Wray, Paul W.","Martin, Sancha L."
"Wray, Paul W.","Mashreghi-Mohammadi, Maryam"
"Wray, Paul W.","Oliver, Karen"
"Wray, Paul W.","Pelan, Sarah E."
"Wray, Paul W.","Ross, Mark T."
"Wray, Paul W.","Sims, Sarah K."
"Wray, Paul W.","Steward, Charles A."
"Wray, Paul W.","Wall, Melanie"
"Wray, Paul W.","Wilming, Laurens G."
"Wray, Paul W.","Almeida, Jeff P."
"Wray, Paul W.","Ambrose, Kerrie D."
"Wray, Paul W.","Ashwell, Robert I S"
"Wray, Paul W.","Bailey, Jonathon"
"Wray, Paul W.","Banerjee, Ruby K."
"Wray, Paul W.","Barlow, Karen F."
"Wray, Paul W.","Bray-Allen, Sarah P."
"Wray, Paul W.","Brown, Jacqueline Y."
"Wray, Paul W.","Burrill, Wayne D.H."
"Wray, Paul W.","Carder, Carol"
"Wray, Paul W.","Dhami, Pawandeep D."
"Wray, Paul W.","French, Lisa"
"Wray, Paul W.","Harley, Joanna L."
"Wray, Paul W.","Hart, Elizabeth A."
"Wray, Paul W.","Huckle, Elizabeth J."
"Wray, Paul W.","Johnson, David C."
"Wray, Paul W.","Milne, Sarah A."
"Wray, Paul W.","Nickerson, T."
"Wray, Paul W.","Pearce, Alex V."
"Wray, Paul W.","Peck, A. I."
"Wray, Paul W.","Shownkeen, Ratna"
"Wray, Paul W.","Sulston, John E."
"Wray, Paul W.","Ainscough, Rachael"
"Wray, Paul W.","Andrews, T. Daniel"
"Wray, Paul W.","Ashurst, Jennifer L."
"Wray, Paul W.","Bates, Karen N."
"Wray, Paul W.","Brown, Alex J."
"Wray, Paul W.","Burford, Deborah C."
"Wray, Paul W.","Clarke, Graham D.Paul"
"Wray, Paul W.","Clegg, Sheila M.M."
"Wray, Paul W.","Cobley, Victoria E."
"Wray, Paul W.","Earthrowl, Mark E."
"Wray, Paul W.","Faulkner, Louisa M."
"Wray, Paul W.","Frankish, Adam G."
"Wray, Paul W.","Gilbert, James G.R."
"Wray, Paul W.","Gribble, Susan M."
"Wray, Paul W.","Howe, Kevin Lee"
"Wray, Paul W.","McMurray, Amanda A."
"Wray, Paul W.","Porter, Keith M."
"Wray, Paul W.","Wallis, Justine M."
"Wray, Paul W.","Beare, David M."
"Wray, Paul W.","Collier, R. E."
"Wray, Paul W.","Coville, G. J."
"Wray, Paul W.","Davies, Joy R."
"Wray, Paul W.","Dunham, Andrew"
"Wray, Paul W.","Dunham, Ian"
"Wray, Paul W.","Ellington, A. G."
"Wray, Paul W.","Glithero, Rebecca J."
"Wray, Paul W.","Grocock, Russell James"
"Wray, Paul W.","Harrison, Elliot S I"
"Wray, Paul W.","Kershaw, Joanne K."
"Wray, Paul W.","King, Andrew"
"Wray, Paul W.","Knights, Andrew J."
"Wray, Paul W.","Langford, Cordelia J."
"Wray, Paul W.","Leversha, Margaret A."
"Wray, Paul W.","Palmer, Sophie A."
"Wray, Paul W.","Pandian, Richard D."
"Wray, Paul W.","Rice, Catherine M."
"Wray, Paul W.","Swarbreck, David"
"Wray, Paul W.","Thorpe, Andrea A."
"Wray, Paul W.","Vaudin, Mark D."
"Wray, Paul W.","West., Anthony Preston"
"Wray, Paul W.","White, Simon S."
"Wray, Paul W.","Widaa, Sara"
"Wu, Zaining","Kaul, Rajinder K."
"Wu, Zaining","Olson, Maynard V."
"Wu, Zaining","Chang, Jean"
"Wu, Zaining","Gillett, Will G."
"Wu, Zaining","Haugen, Eric"
"Wu, Zaining","Zhou, Yang"
"Wu, Zaining","Saenphimmachak, Channakhone"
"Coulson, Alan R.","Sanger, Frederick"
"Coulson, Alan R.","Sulston, John E."
"Coulson, Alan R.","Durbin, Richard M."
"Coulson, Alan R.","Shownkeen, Ratna"
